,Exited
10155,1
3850,0
14308,1
11610,1
2632,0
8220,1
1540,0
12291,1
13412,1
8791,0
263,0
5342,0
3814,0
9119,1
1490,0
836,0
13451,1
10234,1
5200,0
437,0
3438,0
9823,0
5549,0
11955,1
4435,1
13512,1
6790,0
3466,0
8282,0
15728,1
7294,0
3210,0
11540,1
13070,1
15453,1
15885,1
12262,1
8273,0
12812,1
1435,0
8350,0
2784,0
12737,1
10640,1
1028,0
9430,0
11229,1
876,0
10574,1
13817,1
12726,1
920,0
6442,0
3075,0
8489,0
4886,0
15454,1
6733,0
15742,1
14933,1
9918,0
13046,1
8937,0
5807,0
13312,1
12552,1
8297,0
10476,1
14880,1
15299,1
128,0
14082,1
12042,1
14251,1
7567,1
5614,0
2869,0
6490,0
7306,0
10786,1
140,0
1695,0
10283,1
4557,0
9339,0
9820,0
11311,1
1948,0
11930,1
8444,0
11421,1
6562,1
12452,1
11464,1
11764,1
12567,1
6398,0
4693,0
13142,1
6668,0
12533,1
351,0
10186,1
13928,1
14976,1
5007,1
11756,1
1661,0
14721,1
3390,0
12968,1
1417,0
564,0
3917,1
4093,1
9083,0
6194,0
574,0
8995,0
1811,0
1579,0
11801,1
14671,1
8270,0
7758,0
8109,0
61,0
9035,0
54,1
6179,0
7103,1
7698,1
5644,0
8703,0
2603,0
5552,0
9213,0
13867,1
5268,0
11238,1
8476,0
7410,0
14412,1
5280,1
5023,0
13195,1
8901,0
4949,0
11835,1
440,0
12743,1
5111,0
11319,1
2157,0
5688,0
9785,0
13832,1
9385,0
4391,0
14006,1
8177,0
13102,1
3875,0
4419,0
14280,1
10318,1
10171,1
13084,1
2773,0
11370,1
11711,1
5786,0
10731,1
11831,1
3864,0
7180,0
8695,0
9663,0
6950,0
982,0
12353,1
4847,0
13422,1
1126,0
12085,1
6028,1
11327,1
14129,1
6147,0
7894,1
3338,0
15767,1
4010,0
15316,1
5528,0
1555,1
11310,1
7682,0
230,0
6399,1
15549,1
14403,1
10351,1
1328,1
10621,1
1794,0
1978,0
4785,0
1135,0
10047,1
6142,0
8022,1
8265,1
2145,0
6656,0
13376,1
9753,0
6033,0
14672,1
13903,1
10945,1
371,0
13120,1
15290,1
8534,0
3132,0
6907,0
12794,1
11174,1
2461,0
11074,1
11911,1
1936,0
8996,0
15071,1
1239,0
11788,1
2330,0
10801,1
8588,0
4323,1
6844,0
11475,1
8382,0
11956,1
10544,1
12855,1
4343,1
11227,1
1730,0
3364,0
4846,0
14587,1
11869,1
5293,0
6449,1
12090,1
9216,0
13504,1
10857,1
9331,0
2614,1
1043,0
11704,1
12790,1
14316,1
1626,1
3703,1
11937,1
362,0
14218,1
5551,0
4361,1
14182,1
200,0
7491,0
6393,0
766,0
11204,1
5338,1
13870,1
15382,1
7644,0
5638,0
3166,1
303,0
1333,0
3403,0
10921,1
14189,1
10664,1
4738,1
7011,0
14959,1
5778,0
11997,1
11766,1
4696,0
13664,1
12739,1
10613,1
11286,1
1700,0
8284,0
2675,0
244,0
1688,0
4832,0
8805,0
138,1
10184,1
9158,0
5090,0
8010,1
8986,0
581,1
5224,0
11845,1
6803,1
4940,0
15258,1
6501,0
1564,0
1337,0
14538,1
6755,0
13280,1
15096,1
12520,1
1185,0
9015,0
5616,0
8502,0
1305,1
9166,1
6341,0
10654,1
3472,0
3583,1
3236,0
2270,1
10560,1
6137,1
11631,1
7063,0
5180,0
15351,1
13725,1
2019,0
12394,1
8495,1
7160,0
14212,1
3767,0
12690,1
3657,0
6594,1
15874,1
8722,0
11877,1
1046,1
1747,0
13929,1
3346,0
12370,1
9715,0
13268,1
1465,0
3983,1
8468,0
6762,0
6430,0
7190,0
3641,0
14828,1
9361,0
8617,0
12340,1
306,1
2208,1
5773,0
2948,0
3728,0
9498,0
15800,1
6644,0
1344,1
4807,0
14352,1
10790,1
15887,1
4803,0
12753,1
4922,1
13353,1
4688,0
1926,0
5995,0
14034,1
13601,1
8735,0
9773,0
11024,1
442,0
9687,0
879,0
13559,1
14754,1
3956,0
2953,0
11636,1
8274,0
6056,0
4070,0
12922,1
9686,0
12231,1
8387,0
1064,0
6921,0
8533,0
11586,1
7547,0
14373,1
10552,1
9560,1
3211,0
10992,1
1518,0
5264,1
103,0
5698,0
2563,0
11676,1
9479,0
4503,0
15682,1
131,0
7925,0
14898,1
15711,1
3726,1
9357,1
555,1
15342,1
11944,1
6396,0
703,0
13887,1
12073,1
14546,1
6781,0
7708,0
2042,0
9,0
3294,1
9407,0
14852,1
10463,1
7345,0
1986,0
9421,0
6886,0
4943,0
250,0
7753,0
11619,1
9756,1
7458,0
11576,1
11197,1
15225,1
4388,0
12356,1
12277,1
11071,1
2236,1
5130,0
8633,0
3944,0
2348,0
6954,0
9818,0
2770,0
700,0
12362,1
583,0
4077,0
8501,0
3509,0
1249,0
6919,0
14017,1
13360,1
14361,1
13375,1
10079,1
15501,1
3920,0
13175,1
8829,0
755,0
10996,1
12063,1
8053,0
6121,0
4709,0
3259,0
3351,0
8021,0
11068,1
1872,0
3080,0
12453,1
12106,1
10495,1
3079,0
10499,1
12256,1
6120,0
10598,1
14967,1
12944,1
4645,0
9025,0
2865,0
8988,0
4835,0
14973,1
14391,1
11146,1
7735,1
4774,0
259,0
2165,0
12267,1
9302,0
4788,0
8494,0
3659,1
1121,0
11598,1
8874,0
1263,0
4404,0
11072,1
6010,0
7223,1
8751,0
12815,1
1309,0
3371,1
6825,0
2597,0
14291,1
4544,0
14988,1
10848,1
1132,0
14340,1
6694,0
14143,1
9694,0
9637,0
12283,1
5223,0
5984,0
9802,0
4316,1
11167,1
1313,0
7400,1
5809,0
2335,1
15895,1
12017,1
3055,0
4181,0
11812,1
11045,1
902,0
10176,1
9877,1
330,0
3952,0
7030,0
5321,0
13322,1
4854,0
14937,1
503,0
15890,1
11086,1
13869,1
14654,1
15457,1
14113,1
305,0
10779,1
11155,1
11761,1
14517,1
6319,0
5613,0
15234,1
4772,0
6687,0
13650,1
3528,0
13809,1
15207,1
10478,1
9575,0
1171,1
14365,1
6266,0
11369,1
14908,1
14866,1
5877,0
3575,0
227,1
10130,1
2727,0
7570,1
10820,1
3282,0
13833,1
6353,0
7761,0
14000,1
1932,0
4076,1
740,0
2746,0
2528,0
13095,1
4312,1
13153,1
8894,0
12000,1
11891,1
15112,1
15615,1
8102,0
15765,1
516,1
5532,0
7901,0
5389,0
14982,1
9391,0
15872,1
10082,1
1422,0
14664,1
1764,0
14717,1
4476,0
11041,1
9163,0
11931,1
2503,0
6226,1
9310,0
4415,0
1021,0
15653,1
9062,1
4962,0
3318,0
3811,0
3045,0
5544,0
9998,1
14814,1
9801,0
4330,0
3414,0
1261,0
12259,1
13660,1
2414,1
11395,1
4137,0
2649,0
6113,0
3843,1
2943,0
2599,0
14577,1
8674,1
14529,1
4394,0
1167,0
11181,1
171,0
8137,1
5513,0
4814,0
991,0
324,0
15123,1
12984,1
8961,0
13739,1
9078,1
10656,1
9294,0
9373,0
3330,0
7173,0
7775,0
4758,0
11750,1
8771,0
2489,0
8134,0
8557,0
13636,1
13803,1
3165,0
3309,0
9502,0
14996,1
10905,1
36,0
8001,0
13310,1
5547,1
7759,1
11063,1
9907,0
5943,0
4426,0
15486,1
12333,1
13159,1
15522,1
15898,1
10740,1
7704,0
12220,1
12149,1
2748,1
1359,0
5311,0
6961,0
15334,1
1130,0
15110,1
11981,1
4286,0
6303,1
10509,1
5307,1
7507,1
7301,0
15229,1
13716,1
11630,1
6414,0
8895,0
8639,0
9576,0
1364,0
7638,0
9226,0
15539,1
11199,1
13940,1
9426,1
9415,0
14331,1
2767,0
14639,1
12299,1
14464,1
10313,1
13228,1
746,0
7496,0
904,1
408,0
3415,1
395,0
8611,0
1620,0
8319,0
7232,0
12350,1
13974,1
5120,0
8907,0
5505,0
8577,1
2485,0
6881,0
1521,0
14433,1
6516,0
2743,1
1821,0
11415,1
2159,0
5055,0
9631,0
15585,1
4534,0
12098,1
3190,0
12535,1
8465,1
3591,0
5038,0
7150,0
10606,1
5466,0
14886,1
14969,1
53,1
8790,0
5350,1
4127,1
12582,1
3049,0
68,0
3766,0
14724,1
16,1
6566,0
9771,0
13770,1
10332,1
3445,0
7452,0
3497,1
10947,1
777,1
15580,1
7790,0
5514,1
10583,1
6211,0
10063,1
1600,0
8140,0
4822,1
10733,1
12496,1
13919,1
941,0
11621,1
11855,1
682,0
10773,1
9967,0
13789,1
5530,0
5108,0
2101,0
9323,1
7247,1
11910,1
3100,0
3540,0
12111,1
15149,1
9160,0
10502,1
12444,1
6613,0
12122,1
8624,0
9122,0
4363,0
14821,1
15495,1
2670,1
2540,1
8748,1
2418,1
10238,1
3687,0
13645,1
1145,0
923,0
6182,0
7188,0
3201,0
7923,0
13956,1
4090,0
467,1
1316,0
502,1
11968,1
8473,0
8959,0
1618,0
1227,0
15657,1
2400,0
3932,0
8794,1
12571,1
10708,1
5417,0
11040,1
1133,0
6948,1
8285,0
13522,1
12045,1
11611,1
2299,0
5148,0
8869,0
4359,0
14303,1
11235,1
5605,0
3945,0
1819,0
15440,1
2813,1
6546,0
7285,0
14954,1
15285,1
7097,0
10810,1
932,0
7663,0
433,1
5353,1
4751,1
6485,0
7338,1
1993,1
15553,1
14263,1
4059,0
12228,1
3887,0
3325,0
1729,0
6311,0
7415,0
15393,1
11480,1
12404,1
10170,1
9699,0
5300,0
7822,1
6067,0
13930,1
12400,1
10939,1
3869,0
6110,0
15562,1
12087,1
736,0
13246,1
2965,0
9304,0
8172,0
9886,0
8404,0
4955,0
12747,1
8915,1
5799,1
12487,1
10340,1
15462,1
15050,1
13967,1
12078,1
5195,0
15373,1
3058,0
8251,0
6418,0
9378,0
7194,0
7404,0
4310,0
4292,1
3972,0
8255,0
3608,0
10581,1
129,0
12609,1
7353,1
2158,0
3977,0
10293,1
12589,1
8419,0
10642,1
2466,0
7871,0
10897,1
9622,0
5691,0
11010,1
5084,0
11019,1
4075,0
8797,0
13468,1
7877,1
684,0
630,1
15581,1
3088,0
1607,0
9215,1
8693,1
887,0
2245,1
2357,0
13400,1
10979,1
8569,0
1186,0
5074,0
13598,1
8769,0
4805,0
11967,1
6367,0
13562,1
15466,1
5125,1
6165,1
3604,0
3491,0
1943,0
10506,1
13210,1
4115,0
14388,1
2469,1
5296,1
8891,0
10397,1
10800,1
464,0
14637,1
8619,0
4302,1
1792,0
6484,0
4708,0
11746,1
407,0
10575,1
1701,1
6244,0
4912,1
11779,1
9856,1
12775,1
4914,0
9237,1
12336,1
3053,0
6076,0
3717,0
971,0
15150,1
6225,0
14792,1
8268,0
13116,1
15031,1
3140,0
5344,0
10432,1
13296,1
4695,0
226,0
11986,1
15352,1
10533,1
12584,1
12963,1
4200,0
3960,0
11790,1
6062,0
10156,1
10177,1
12361,1
2641,0
14171,1
15468,1
13180,1
57,0
176,0
14627,1
1080,0
7875,0
4082,1
10870,1
3387,0
8653,0
7411,0
9326,1
5590,0
4015,0
13069,1
345,0
14232,1
12225,1
2487,0
447,0
3216,0
13516,1
8480,0
15510,1
11205,1
6621,1
12095,1
606,0
7711,1
9590,0
4346,1
12237,1
9537,0
3681,1
14471,1
14673,1
9050,0
13912,1
11795,1
4012,0
12858,1
14971,1
13200,1
2100,0
11020,1
9404,0
5874,0
8887,1
11272,1
3764,0
737,0
7631,0
10805,1
12179,1
14521,1
3563,0
4421,0
11806,1
2169,0
6549,0
8240,1
10239,1
8711,0
1573,0
6903,0
14779,1
816,0
3673,0
3721,0
11262,1
14513,1
9898,1
2386,0
8216,0
1565,0
6085,1
10971,1
14714,1
14037,1
10439,1
5197,0
6131,1
12877,1
3947,0
14735,1
6871,1
4117,0
142,0
6253,1
13834,1
2621,0
13052,1
4523,0
6570,0
7619,0
7679,0
15606,1
7354,0
2292,0
9305,0
3597,0
12616,1
101,0
8899,0
4294,0
8190,0
11474,1
10224,1
6572,0
12406,1
11478,1
6840,0
7033,0
1761,1
7555,0
12754,1
13005,1
7054,0
9846,0
9002,0
338,1
12885,1
10752,1
13837,1
9912,0
1699,0
7667,0
3555,1
2657,0
8269,1
10842,1
10179,1
10788,1
6379,0
12501,1
6521,0
9485,0
7929,0
9875,0
7377,0
8542,0
325,0
13986,1
5460,0
11379,1
7043,0
7785,0
7270,0
10039,1
2862,0
13990,1
1532,0
9608,0
14917,1
215,1
6998,1
5187,1
504,0
1899,0
10557,1
14058,1
3323,0
5556,0
7538,0
13381,1
12163,1
6438,0
14644,1
9640,0
5687,0
13731,1
14784,1
5278,1
12192,1
14440,1
12424,1
14341,1
9299,1
13719,1
9705,0
3702,0
12791,1
10596,1
3547,1
8976,0
3695,0
2196,1
1264,0
10121,1
2634,1
2608,0
8114,0
15074,1
7040,0
13240,1
1181,0
178,0
14248,1
13673,1
468,0
11843,1
14088,1
1917,1
12337,1
6943,0
7446,0
4303,1
1889,0
9127,1
10615,1
3280,1
14442,1
4825,0
15591,1
4935,0
4667,1
13144,1
10867,1
3516,0
14944,1
6756,1
2693,0
13829,1
2082,0
1225,0
12597,1
12806,1
9684,0
15301,1
3374,0
11220,1
11407,1
11517,1
10796,1
3508,0
1168,0
8408,0
7645,0
4112,0
1972,0
702,0
8290,0
3308,0
3020,0
6390,0
9238,0
949,1
2732,1
14024,1
13510,1
14259,1
10675,1
5591,0
3005,0
4706,0
10542,1
10972,1
10450,1
6861,0
15434,1
6657,0
3258,0
11884,1
7256,0
7856,0
7436,1
2706,0
543,1
11951,1
6628,0
8724,0
10822,1
10236,1
6171,0
3536,0
14148,1
9440,1
14141,1
968,0
13793,1
5447,0
13074,1
9102,0
2983,0
1069,1
576,0
2825,0
4287,1
7113,0
11615,1
10603,1
10430,1
1256,0
5581,0
14296,1
8600,1
7551,0
15450,1
15744,1
1953,0
5500,0
2560,1
12503,1
8188,0
12344,1
911,0
11363,1
12497,1
6898,0
7864,0
1269,0
10881,1
3862,0
11498,1
1638,0
3250,1
14579,1
2524,1
1674,1
15726,1
9817,0
6184,1
5838,1
10989,1
1652,0
8936,1
5865,0
13013,1
2267,0
5795,0
8075,1
11898,1
679,0
1689,1
2059,0
2197,0
13844,1
4467,0
9408,0
12684,1
14425,1
13993,1
2565,0
5550,0
3013,0
2176,0
11573,1
1630,1
1400,0
7657,0
6631,0
4240,0
1736,0
8477,1
237,1
10514,1
9954,0
2986,0
7979,0
11483,1
2776,0
7498,0
7746,0
13927,1
1350,0
7953,0
5115,1
10524,1
11927,1
4892,1
758,0
12909,1
8033,0
13224,1
13744,1
2470,0
2053,1
6461,0
5819,0
8750,0
12407,1
6300,0
14183,1
11025,1
7522,1
11381,1
8152,0
186,0
15403,1
9382,0
8347,1
7701,1
8784,1
2122,0
3023,0
13854,1
9864,0
9484,0
14862,1
8627,0
9782,0
10525,1
5484,1
15439,1
15114,1
4378,0
6697,0
5582,0
1678,0
5242,1
8973,0
301,0
2723,0
8930,0
7,1
8403,0
4793,0
8593,0
9558,1
13058,1
2733,0
12027,1
3069,1
1433,0
7593,0
7291,1
5579,0
9334,0
4980,1
9245,0
3291,0
10319,1
8281,0
3395,0
1257,0
4411,1
11905,1
13017,1
3039,0
4489,0
4193,0
14741,1
5851,0
3412,0
10265,1
3148,1
3951,1
10327,1
13285,1
3462,0
9834,1
13130,1
9442,0
9892,0
15336,1
1487,1
14942,1
3626,1
9598,0
3272,1
7941,0
12367,1
13925,1
3798,0
7031,1
9805,0
14062,1
1745,0
2183,0
7879,0
216,0
3284,0
2744,0
10891,1
8599,0
1485,1
7047,0
12879,1
4765,0
12386,1
15629,1
10802,1
7004,0
721,1
7584,0
15583,1
5297,1
11912,1
15408,1
13317,1
1991,0
9416,0
1514,0
14164,1
7075,0
7152,1
6637,0
13261,1
11808,1
9311,1
12994,1
8380,0
15405,1
3783,1
2083,0
3993,0
5750,1
3585,0
2355,1
2855,0
1912,1
3208,0
8271,0
7950,0
7195,0
3953,0
1403,0
7332,0
3377,1
2492,1
9652,1
8680,1
4481,0
6538,1
9333,0
2321,0
15913,1
5743,0
15082,1
8453,1
10269,1
8221,1
10286,1
14451,1
3569,1
978,0
988,0
12465,1
6208,0
8235,0
5911,0
10732,1
15625,1
749,0
14568,1
4599,0
14144,1
2828,0
11950,1
3286,0
5946,0
1985,1
15195,1
4959,0
14903,1
8848,0
10666,1
10835,1
530,0
10307,1
1493,0
9971,0
11594,1
5848,0
3474,0
4542,0
11133,1
6884,0
6863,0
7684,0
6650,0
273,0
13735,1
12880,1
6249,0
3750,0
560,0
13535,1
6218,0
8793,0
11391,1
14515,1
7927,1
